Workflow ID,APE version,Has bug,Question,Constraint,Ontology,Workflow length,Signature error,Semantic imprecision error,Redundancy error,Data quality error,Correct answer?,Notes,Workflow description
1.S.14,0.9.1,0.00,1.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,Nominal attribute cannot be summed,PointA(MemT0.0) VectorRegionA(MemT0.1) PointA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinSumPoint(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountRegion(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
1.S.15,0.9.1,0.00,1.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,Nominal attribute cannot be averaged,PointA(MemT0.0) VectorRegionA(MemT0.1) PointA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinMeanPoint(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountRegion(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
1.S.16,0.9.1,0.00,1.00,,SOTA,2.00,0.00,1.00,1.00,0.00,0.00,"It computes the correct answer, but does another step afterwards...",PointA(MemT0.0) VectorRegionA(MemT0.1) PointA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinCountPoint(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountRegion(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
1.S.17,0.9.1,0.00,1.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,Nominal attribute cannot be averaged,PointA(MemT0.0) VectorRegionA(MemT0.1) PointA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinMeanPoint(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) MergeExistenceRegions(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
1.S.18,0.9.1,0.00,1.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,Nominal attribute cannot be averaged,PointA(MemT0.0) VectorRegionA(MemT0.1) PointA(UsedT0.0) [MemT0.0] <- (UsedT0.0) MergeExistencePoints(Tool1) PointA(MemT1.0) [MemT1.0] <- (UsedT1.0) PointA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanPoint(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
1.S.19,0.9.1,0.00,1.00,,SOTA,2.00,0.00,0.00,1.00,0.00,1.00,"Correct, but the first spatial join was redundant",PointA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinCountRegion(Tool1) VectorRegionA(MemT1.0) [MemT0.0] <- (UsedT1.0) PointA(UsedT1.0) [MemT1.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountPoint(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
1.S.20,0.9.1,0.00,1.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,Nominal attribute cannot be averaged,PointA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesCoverageToExistenceRegion(Tool1) VectorRegionA(MemT1.0) [MemT0.0] <- (UsedT1.0) PointA(UsedT1.0) [MemT1.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanPoint(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.F.01,0.9.1,0.00,2.00,,Full,1.00,0.00,0.00,0.00,0.00,1.00,,LatticeRatioAVectorAIRA(MemT0.0) LatticeVectorA(MemT0.1) LatticeRatioAVectorAIRA(UsedT0.0) [MemT0.0] <- (UsedT0.0) LatticeVectorA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) LatticeRatioAVectorAIRA(MemT1.0) [MemT1.0] <- (UsedT1.0) LatticeRatioAVectorAIRA(UsedT1.0)
2.F.02,0.9.1,0.00,2.00,,Full,2.00,0.00,0.00,1.00,0.00,1.00,,LatticeRatioAVectorAIRA(MemT0.0) LatticeVectorA(MemT0.1) LatticeRatioAVectorAIRA(UsedT0.0) [MemT0.0] <- (UsedT0.0) LatticeVectorA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) LatticeRatioAVectorAIRA(MemT1.0) [MemT1.0] <- (UsedT1.0) LatticeRatioAVectorAIRA(UsedT1.0) [MemT0.1] <- (UsedT1.1) LatticeVectorA(UsedT1.1) ArealInterpolationRate(Tool2) LatticeRatioAVectorAIRA(MemT2.0) [MemT2.0] <- (UsedT2.0) LatticeRatioAVectorAIRA(UsedT2.0)
2.F.03,0.9.1,0.00,2.00,,Full,3.00,0.00,0.00,1.00,0.00,1.00,,LatticeRatioAVectorAIRA(MemT0.0) LatticeVectorA(MemT0.1) LatticeRatioAVectorAIRA(UsedT0.0) [MemT0.0] <- (UsedT0.0) LatticeVectorA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) LatticeRatioAVectorAIRA(MemT1.0) [MemT1.0] <- (UsedT1.0) LatticeRatioAVectorAIRA(UsedT1.0) [MemT0.1] <- (UsedT1.1) LatticeVectorA(UsedT1.1) ArealInterpolationRate(Tool2) LatticeRatioAVectorAIRA(MemT2.0) [MemT2.0] <- (UsedT2.0) LatticeRatioAVectorAIRA(UsedT2.0) [MemT0.1] <- (UsedT2.1) LatticeVectorA(UsedT2.1) ArealInterpolationRate(Tool3) LatticeRatioAVectorAIRA(MemT3.0) [MemT3.0] <- (UsedT3.0) LatticeRatioAVectorAIRA(UsedT3.0)
2.F.04,0.9.1,0.00,2.00,,Full,4.00,0.00,0.00,1.00,0.00,1.00,,LatticeRatioAVectorAIRA(MemT0.0) LatticeVectorA(MemT0.1) LatticeRatioAVectorAIRA(UsedT0.0) [MemT0.0] <- (UsedT0.0) LatticeVectorA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) LatticeRatioAVectorAIRA(MemT1.0) [MemT1.0] <- (UsedT1.0) LatticeRatioAVectorAIRA(UsedT1.0) [MemT0.1] <- (UsedT1.1) LatticeVectorA(UsedT1.1) ArealInterpolationRate(Tool2) LatticeRatioAVectorAIRA(MemT2.0) [MemT2.0] <- (UsedT2.0) LatticeRatioAVectorAIRA(UsedT2.0) [MemT0.1] <- (UsedT2.1) LatticeVectorA(UsedT2.1) ArealInterpolationRate(Tool3) LatticeRatioAVectorAIRA(MemT3.0) [MemT3.0] <- (UsedT3.0) LatticeRatioAVectorAIRA(UsedT3.0) [MemT0.1] <- (UsedT3.1) LatticeVectorA(UsedT3.1) ArealInterpolationRate(Tool4) LatticeRatioAVectorAIRA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorAIRA(UsedT4.0)
2.F.05,0.9.1,0.00,2.00,,Full,5.00,0.00,0.00,1.00,0.00,1.00,,LatticeRatioAVectorAIRA(MemT0.0) LatticeVectorA(MemT0.1) LatticeRatioAVectorAIRA(UsedT0.0) [MemT0.0] <- (UsedT0.0) LatticeVectorA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) LatticeRatioAVectorAIRA(MemT1.0) [MemT1.0] <- (UsedT1.0) LatticeRatioAVectorAIRA(UsedT1.0) [MemT0.1] <- (UsedT1.1) LatticeVectorA(UsedT1.1) ArealInterpolationRate(Tool2) LatticeRatioAVectorAIRA(MemT2.0) [MemT2.0] <- (UsedT2.0) LatticeRatioAVectorAIRA(UsedT2.0) [MemT0.1] <- (UsedT2.1) LatticeVectorA(UsedT2.1) ArealInterpolationRate(Tool3) LatticeRatioAVectorAIRA(MemT3.0) [MemT3.0] <- (UsedT3.0) LatticeRatioAVectorAIRA(UsedT3.0) [MemT0.1] <- (UsedT3.1) LatticeVectorA(UsedT3.1) ArealInterpolationRate(Tool4) LatticeRatioAVectorAIRA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorAIRA(UsedT4.0) [MemT0.1] <- (UsedT4.1) LatticeVectorA(UsedT4.1) ArealInterpolationRate(Tool5) LatticeRatioAVectorAIRA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorAIRA(UsedT5.0)
2.F.06,0.9.1,0.00,2.00,,Full,6.00,0.00,0.00,1.00,0.00,1.00,,LatticeRatioAVectorAIRA(MemT0.0) LatticeVectorA(MemT0.1) LatticeRatioAVectorAIRA(UsedT0.0) [MemT0.0] <- (UsedT0.0) LatticeVectorA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) LatticeRatioAVectorAIRA(MemT1.0) [MemT1.0] <- (UsedT1.0) LatticeRatioAVectorAIRA(UsedT1.0) [MemT0.1] <- (UsedT1.1) LatticeVectorA(UsedT1.1) ArealInterpolationRate(Tool2) LatticeRatioAVectorAIRA(MemT2.0) [MemT2.0] <- (UsedT2.0) LatticeRatioAVectorAIRA(UsedT2.0) [MemT0.1] <- (UsedT2.1) LatticeVectorA(UsedT2.1) ArealInterpolationRate(Tool3) LatticeRatioAVectorAIRA(MemT3.0) [MemT3.0] <- (UsedT3.0) LatticeRatioAVectorAIRA(UsedT3.0) [MemT0.1] <- (UsedT3.1) LatticeVectorA(UsedT3.1) ArealInterpolationRate(Tool4) LatticeRatioAVectorAIRA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorAIRA(UsedT4.0) [MemT0.1] <- (UsedT4.1) LatticeVectorA(UsedT4.1) ArealInterpolationRate(Tool5) LatticeRatioAVectorAIRA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorAIRA(UsedT5.0) [MemT0.1] <- (UsedT5.1) LatticeVectorA(UsedT5.1) ArealInterpolationRate(Tool6) LatticeRatioAVectorAIRA(MemT6.0) [MemT6.0] <- (UsedT6.0) LatticeRatioAVectorAIRA(UsedT6.0)
2.F.07,0.9.1,0.00,2.00,,Full,7.00,0.00,0.00,1.00,0.00,1.00,,LatticeRatioAVectorAIRA(MemT0.0) LatticeVectorA(MemT0.1) LatticeRatioAVectorAIRA(UsedT0.0) [MemT0.0] <- (UsedT0.0) LatticeVectorA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) LatticeRatioAVectorAIRA(MemT1.0) [MemT1.0] <- (UsedT1.0) LatticeRatioAVectorAIRA(UsedT1.0) [MemT0.1] <- (UsedT1.1) LatticeVectorA(UsedT1.1) ArealInterpolationRate(Tool2) LatticeRatioAVectorAIRA(MemT2.0) [MemT2.0] <- (UsedT2.0) LatticeRatioAVectorAIRA(UsedT2.0) [MemT0.1] <- (UsedT2.1) LatticeVectorA(UsedT2.1) ArealInterpolationRate(Tool3) LatticeRatioAVectorAIRA(MemT3.0) [MemT3.0] <- (UsedT3.0) LatticeRatioAVectorAIRA(UsedT3.0) [MemT0.1] <- (UsedT3.1) LatticeVectorA(UsedT3.1) ArealInterpolationRate(Tool4) LatticeRatioAVectorAIRA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorAIRA(UsedT4.0) [MemT0.1] <- (UsedT4.1) LatticeVectorA(UsedT4.1) ArealInterpolationRate(Tool5) LatticeRatioAVectorAIRA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorAIRA(UsedT5.0) [MemT0.1] <- (UsedT5.1) LatticeVectorA(UsedT5.1) ArealInterpolationRate(Tool6) LatticeRatioAVectorAIRA(MemT6.0) [MemT6.0] <- (UsedT6.0) LatticeRatioAVectorAIRA(UsedT6.0) [MemT0.1] <- (UsedT6.1) LatticeVectorA(UsedT6.1) ArealInterpolationRate(Tool7) LatticeRatioAVectorAIRA(MemT7.0) [MemT7.0] <- (UsedT7.0) LatticeRatioAVectorAIRA(UsedT7.0)
2.F.08,0.9.1,0.00,2.00,,Full,8.00,0.00,0.00,1.00,0.00,1.00,,LatticeRatioAVectorAIRA(MemT0.0) LatticeVectorA(MemT0.1) LatticeRatioAVectorAIRA(UsedT0.0) [MemT0.0] <- (UsedT0.0) LatticeVectorA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) LatticeRatioAVectorAIRA(MemT1.0) [MemT1.0] <- (UsedT1.0) LatticeRatioAVectorAIRA(UsedT1.0) [MemT0.1] <- (UsedT1.1) LatticeVectorA(UsedT1.1) ArealInterpolationRate(Tool2) LatticeRatioAVectorAIRA(MemT2.0) [MemT2.0] <- (UsedT2.0) LatticeRatioAVectorAIRA(UsedT2.0) [MemT0.1] <- (UsedT2.1) LatticeVectorA(UsedT2.1) ArealInterpolationRate(Tool3) LatticeRatioAVectorAIRA(MemT3.0) [MemT3.0] <- (UsedT3.0) LatticeRatioAVectorAIRA(UsedT3.0) [MemT0.1] <- (UsedT3.1) LatticeVectorA(UsedT3.1) ArealInterpolationRate(Tool4) LatticeRatioAVectorAIRA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorAIRA(UsedT4.0) [MemT0.1] <- (UsedT4.1) LatticeVectorA(UsedT4.1) ArealInterpolationRate(Tool5) LatticeRatioAVectorAIRA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorAIRA(UsedT5.0) [MemT0.1] <- (UsedT5.1) LatticeVectorA(UsedT5.1) ArealInterpolationRate(Tool6) LatticeRatioAVectorAIRA(MemT6.0) [MemT6.0] <- (UsedT6.0) LatticeRatioAVectorAIRA(UsedT6.0) [MemT0.1] <- (UsedT6.1) LatticeVectorA(UsedT6.1) ArealInterpolationRate(Tool7) LatticeRatioAVectorAIRA(MemT7.0) [MemT7.0] <- (UsedT7.0) LatticeRatioAVectorAIRA(UsedT7.0) [MemT0.1] <- (UsedT7.1) LatticeVectorA(UsedT7.1) ArealInterpolationRate(Tool8) LatticeRatioAVectorAIRA(MemT8.0) [MemT8.0] <- (UsedT8.0) LatticeRatioAVectorAIRA(UsedT8.0)
2.S.01,0.9.1,0.00,2.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,Summing rate attributes makes no sense here,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) SpatialJoinSumRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.02,0.9.1,0.00,2.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,Averaging rate attributes makes no sense here,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinMeanRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.03,0.9.1,0.00,2.00,,SOTA,1.00,0.00,0.00,0.00,0.00,1.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) ArealInterpolationRate(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.04,0.9.1,0.00,2.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinCountRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.05,0.9.1,0.00,2.00,,SOTA,1.00,0.00,0.00,0.00,0.00,1.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.06,0.9.1,0.00,2.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,Makes no sense to count,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) SpatialJoinCountRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.07,0.9.1,0.00,2.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,Makes no sense to average,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) SpatialJoinMeanRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.08,0.9.1,0.00,2.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,Makes no sense to sum,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinSumRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.09,0.9.1,0.00,2.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) ArealInterpolationAverage(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.10,0.9.1,0.00,2.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationAverage(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
2.S.11,0.9.1,0.00,2.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.S.12,0.9.1,0.00,2.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistencePoint(Tool1) PointA(MemT1.0) [MemT1.0] <- (UsedT1.0) PointA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountPoint(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.S.13,0.9.1,0.00,2.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,There is nothing to take the mean of.,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.S.14,0.9.1,0.00,2.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) ObjectRegionToExistenceRaster(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsSum(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.S.15,0.9.1,0.00,2.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,There is nothing to sum in the spatial join,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinSumLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.S.16,0.9.1,0.00,2.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceVector(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsSum(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.S.17,0.9.1,0.00,2.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesCoverageToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.S.18,0.9.1,0.00,2.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.S.19,0.9.1,0.00,2.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
2.S.20,0.9.1,0.00,2.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesCoverageToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.F.01,0.9.1,1.00,3.00,,Full,3.00,0.00,1.00,0.00,0.00,0.00,The answer contains the number of different land uses in each PC4 area.,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) CoverageToNominalFieldRaster(Tool1) FieldRasterNominalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterNominalA(UsedT1.0) FocalStatisticsVarietyInterval(Tool2) CountAFieldRaster(MemT2.0) [MemT0.1] <- (UsedT2.0) LatticeVectorA(UsedT2.0) [MemT2.0] <- (UsedT2.1) CountAFieldRaster(UsedT2.1) ZonalStatisticsMeanCount(Tool3) LatticeRatioAVectorA(MemT3.0) [MemT3.0] <- (UsedT3.0) LatticeRatioAVectorA(UsedT3.0)
3.F.02,0.9.1,1.00,3.00,,Full,3.00,1.00,1.00,0.00,0.00,0.00,It is incorrect that MergeExistenceVectorToObjectVector results in an ObjectVectorRatioA and not an ObjectVector.,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectVectorRatioA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectVectorRatioA(UsedT2.0) [MemT0.1] <- (UsedT2.1) LatticeVectorA(UsedT2.1) SpatialJoinMeanTessRatio(Tool3) LatticeRatioAVectorA(MemT3.0) [MemT3.0] <- (UsedT3.0) LatticeRatioAVectorA(UsedT3.0)
